ref_key	running_id	citation	type	authors	year	title	links	sec	data_type	data_subtype	pattern_type	pattern_subtype	alg_name	algorithm	encoding	notes	mentions	html_ref	bib_string	flnk
gautrais_widening_2020	58	Gautrais, Cellier, van Leeuwen, and Termier (2020)	inproceedings	Clément Gautrais, Peggy Cellier, Matthijs van Leeuwen, and Alexandre Termier	2020	Widening for MDL-based retail signature discovery	<a href='https://doi.org/10.1007/978-3-030-44584-3_16'>doi:10.1007/978-3-030-44584-3_16</a>	7.2	temporal	sequence	block	segments		Proposes a top-down greedy algorithm and a beam-search with widening, i.e. diversification of the candidates.	universal code for integers, indices over canonically ordered enumerations	Segmenting a sequence such that each segment contains a collection of recurrent ‘signature’ events. <app>Market basket analysis</app>.	p.33:7.2,p.33	"<span class='bib-block bib-label'><span class='bib-block bib-who'>Gautrais, Cl<span class='bibtex-protected'>é</span>ment et al.</span> (<span class='bib-block bib-when'>2020</span>)</span>. <span class='bib-block bib-entry'><span class='bib-block bib-what'>Widening for <span class='bibtex-protected'>MDL</span>-based retail signature discovery.</span>
In <em>Proceedings of the 18th International Symposium on Advances in Intelligent Data Analysis, <span class='bibtex-protected'>IDA</span>'20</em>, 197–209. Springer.
<span class='bib-block bib-lnks'><a href='https://doi.org/10.1007/978-3-030-44584-3_16'>doi:10.1007/978-3-030-44584-3_16</a>.</span></span>"	"@inproceedings{gautrais_widening_2020,
    author = {Gautrais, Cl\'{e}ment and Cellier, Peggy and {van Leeuwen}, Matthijs and Termier, Alexandre},
    title = {Widening for {MDL}-Based Retail Signature Discovery},
    doi = {10.1007/978-3-030-44584-3_16},
    pages = {197--209},
    booktitle = {Proceedings of the 18th International Symposium on Advances in Intelligent Data Analysis, {IDA}'20},
    publisher = {Springer},
    year = {2020}
}"	=HYPERLINK("file:///home/egalbrun/TKTL/biblio/pdfs/GautraisCvLT20.pdf", "pdf")
hu_discovering_2011	72	Hu et al. (2011)	inproceedings	Bing Hu, Thanawin Rakthanmanon, Yuan Hao, Scott Evans, Stefano Lonardi, and Eamonn Keogh	2011	Discovering the intrinsic cardinality and dimensionality of time series using MDL	<a href='https://doi.org/10.1109/ICDM.2011.54'>doi:10.1109/ICDM.2011.54</a>	7.3	temporal	timeseries	block	segments				Conference version, extended to <rkey>hu_using_2015</rkey>.	p.34:7.3,p.34,p.38,p.39	"<span class='bib-block bib-label'><span class='bib-block bib-who'>Hu, Bing et al.</span> (<span class='bib-block bib-when'>2011</span>)</span>. <span class='bib-block bib-entry'><span class='bib-block bib-what'>Discovering the intrinsic cardinality and dimensionality of time series using <span class='bibtex-protected'>MDL</span>.</span>
In <em>Proceedings of the 11th <span class='bibtex-protected'>IEEE</span> International Conference on Data Mining, <span class='bibtex-protected'>ICDM</span>'11</em>, 1086–1091. <span class='bibtex-protected'>IEEE</span> Computer Society.
<span class='bib-block bib-lnks'><a href='https://doi.org/10.1109/ICDM.2011.54'>doi:10.1109/ICDM.2011.54</a>.</span></span>"	"@inproceedings{hu_discovering_2011,
    author = {Hu, Bing and Rakthanmanon, Thanawin and Hao, Yuan and Evans, Scott and Lonardi, Stefano and Keogh, Eamonn},
    title = {Discovering the Intrinsic Cardinality and Dimensionality of Time Series Using {MDL}},
    doi = {10.1109/ICDM.2011.54},
    pages = {1086--1091},
    booktitle = {Proceedings of the 11th {IEEE} International Conference on Data Mining, {ICDM}'11},
    publisher = {{IEEE} Computer Society},
    year = {2011}
}"	=HYPERLINK("file:///home/egalbrun/TKTL/biblio/pdfs/HuRHELK11.pdf", "pdf")
rakthanmanon_time_2011	141	Rakthanmanon, Keogh, Lonardi, and Evans (2011)	inproceedings	Thanawin Rakthanmanon, Eamonn J. Keogh, Stefano Lonardi, and Scott Evans	2011	Time series epenthesis: clustering time series streams requires ignoring some data	<a href='https://doi.org/10.1109/ICDM.2011.146'>doi:10.1109/ICDM.2011.146</a>	7.3	temporal	timeseries	block	segments				Conference version, extended to <rkey>rakthanmanon_mdl-based_2012</rkey>.	p.34:7.3,p.34	"<span class='bib-block bib-label'><span class='bib-block bib-who'>Rakthanmanon, Thanawin et al.</span> (<span class='bib-block bib-when'>2011</span>)</span>. <span class='bib-block bib-entry'><span class='bib-block bib-what'>Time series epenthesis: clustering time series streams requires ignoring some data.</span>
In <em>Proceedings of the 11th <span class='bibtex-protected'>IEEE</span> International Conference on Data Mining, <span class='bibtex-protected'>ICDM</span>'11</em>, 547–556. <span class='bibtex-protected'>IEEE</span> Computer Society.
<span class='bib-block bib-lnks'><a href='https://doi.org/10.1109/ICDM.2011.146'>doi:10.1109/ICDM.2011.146</a>.</span></span>"	"@inproceedings{rakthanmanon_time_2011,
    author = {Rakthanmanon, Thanawin and Keogh, Eamonn J. and Lonardi, Stefano and Evans, Scott},
    title = {Time Series Epenthesis: Clustering Time Series Streams Requires Ignoring Some Data},
    doi = {10.1109/ICDM.2011.146},
    pages = {547--556},
    booktitle = {Proceedings of the 11th {IEEE} International Conference on Data Mining, {ICDM}'11},
    publisher = {{IEEE} Computer Society},
    year = {2011}
}"	=HYPERLINK("file:///home/egalbrun/TKTL/biblio/pdfs/RakthanmanonKLE11.pdf", "pdf")
rakthanmanon_mdl-based_2012	142	Rakthanmanon, Keogh, Lonardi, and Evans (2012)	article	Thanawin Rakthanmanon, Eamonn J. Keogh, Stefano Lonardi, and Scott Evans	2012	MDL-based time series clustering	<a href='https://doi.org/10.1007/s10115-012-0508-7'>doi:10.1007/s10115-012-0508-7</a>	7.3	temporal	timeseries	block	segments			Shannon-Fano	Clustering sequential data, in particular such as arises from discretised timeseries, aiming to identify segments of interest. Journal version, extending <rkey>rakthanmanon_time_2011</rkey>.	p.34:7.3,p.34	"<span class='bib-block bib-label'><span class='bib-block bib-who'>Rakthanmanon, Thanawin et al.</span> (<span class='bib-block bib-when'>2012</span>)</span>. <span class='bib-block bib-entry'><span class='bib-block bib-what'><span class='bibtex-protected'>MDL</span>-based time series clustering.</span>
<em>Knowledge and Information Systems</em>, 33(2):371–399.
<span class='bib-block bib-lnks'><a href='https://doi.org/10.1007/s10115-012-0508-7'>doi:10.1007/s10115-012-0508-7</a>.</span></span>"	"@article{rakthanmanon_mdl-based_2012,
    author = {Rakthanmanon, Thanawin and Keogh, Eamonn J. and Lonardi, Stefano and Evans, Scott},
    title = {{MDL}-based time series clustering},
    volume = {33},
    doi = {10.1007/s10115-012-0508-7},
    pages = {371--399},
    number = {2},
    journal = {Knowledge and Information Systems},
    year = {2012}
}"	=HYPERLINK("file:///home/egalbrun/TKTL/biblio/pdfs/RakthanmanonKLE12.pdf", "pdf")
vespier_mdl-based_2012	177	Vespier, Knobbe, Nijssen, and Vanschoren (2012)	inproceedings	Ugo Vespier, Arno Knobbe, Siegfried Nijssen, and Joaquin Vanschoren	2012	MDL-based analysis of time series at multiple time-scales	<a href='https://doi.org/10.1007/978-3-642-33486-3_24'>doi:10.1007/978-3-642-33486-3_24</a>	7.3	temporal	timeseries	block	segments		Performs a brute-force exhaustive search.	indices over canonically ordered enumerations	Segmenting a timeseries into piecewise constant or polynomial function component, aiming to find the most suitable time scale for each.	p.34:7.3,p.34	"<span class='bib-block bib-label'><span class='bib-block bib-who'>Vespier, Ugo et al.</span> (<span class='bib-block bib-when'>2012</span>)</span>. <span class='bib-block bib-entry'><span class='bib-block bib-what'><span class='bibtex-protected'>MDL</span>-based analysis of time series at multiple time-scales.</span>
In <em>Proceedings of the European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases, <span class='bibtex-protected'>ECML</span>/<span class='bibtex-protected'>PKDD</span>'12</em>, 371–386. Springer.
<span class='bib-block bib-lnks'><a href='https://doi.org/10.1007/978-3-642-33486-3_24'>doi:10.1007/978-3-642-33486-3_24</a>.</span></span>"	"@inproceedings{vespier_mdl-based_2012,
    author = {Vespier, Ugo and Knobbe, Arno and Nijssen, Siegfried and Vanschoren, Joaquin},
    title = {{MDL}-Based Analysis of Time Series at Multiple Time-Scales},
    doi = {10.1007/978-3-642-33486-3_24},
    pages = {371--386},
    booktitle = {Proceedings of the European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases, {ECML}/{PKDD}'12},
    publisher = {Springer},
    year = {2012}
}"	=HYPERLINK("file:///home/egalbrun/TKTL/biblio/pdfs/VespierKNV12.pdf", "pdf")
begum_towards_2013	14	Begum, Hu, Rakthanmanon, and Keogh (2013)	inproceedings	Nurjahan Begum, Bing Hu, Thanawin Rakthanmanon, and Eamonn Keogh	2013	Towards a minimum description length based stopping criterion for semi-supervised time series classification	<a href='https://doi.org/10.1109/IRI.2013.6642490'>doi:10.1109/IRI.2013.6642490</a>	7.3	temporal	timeseries	block	segments				Conference version, extended to <rkey>begum_minimum_2014</rkey>.	p.34:7.3,p.34	"<span class='bib-block bib-label'><span class='bib-block bib-who'>Begum, Nurjahan et al.</span> (<span class='bib-block bib-when'>2013</span>)</span>. <span class='bib-block bib-entry'><span class='bib-block bib-what'>Towards a minimum description length based stopping criterion for semi-supervised time series classification.</span>
In <em>Proceedings of the 14th <span class='bibtex-protected'>IEEE</span> International Conference on Information Reuse Integration, <span class='bibtex-protected'>IRI</span>'13</em>, 333–340. <span class='bibtex-protected'>IEEE</span> Computer Society.
<span class='bib-block bib-lnks'><a href='https://doi.org/10.1109/IRI.2013.6642490'>doi:10.1109/IRI.2013.6642490</a>.</span></span>"	"@inproceedings{begum_towards_2013,
    author = {Begum, Nurjahan and Hu, Bing and Rakthanmanon, Thanawin and Keogh, Eamonn},
    title = {Towards a minimum description length based stopping criterion for semi-supervised time series classification},
    doi = {10.1109/IRI.2013.6642490},
    pages = {333--340},
    booktitle = {Proceedings of the 14th {IEEE} International Conference on Information Reuse Integration, {IRI}'13},
    publisher = {{IEEE} Computer Society},
    year = {2013}
}"	=HYPERLINK("file:///home/egalbrun/TKTL/biblio/pdfs/BegumHRK13.pdf", "pdf")
hu_towards_2013	73	Hu et al. (2013)	inproceedings	Bing Hu, Thanawin Rakthanmanon, Yuan Hao, Scott Evans, Stefano Lonardi, and Eamonn Keogh	2013	Towards discovering the intrinsic cardinality and dimensionality of time series using MDL	<a href='https://doi.org/10.1007/978-3-642-44958-1_14'>doi:10.1007/978-3-642-44958-1_14</a>	7.3	temporal	timeseries	block	segments				Festschrift version, extended to <rkey>hu_using_2015</rkey>.	p.34:7.3,p.34	"<span class='bib-block bib-label'><span class='bib-block bib-who'>Hu, Bing et al.</span> (<span class='bib-block bib-when'>2013</span>)</span>. <span class='bib-block bib-entry'><span class='bib-block bib-what'>Towards discovering the intrinsic cardinality and dimensionality of time series using <span class='bibtex-protected'>MDL</span>.</span>
In <em>Proceedings of the Ray Solomonoff 85th Memorial Conference, Algorithmic Probability and Friends. Bayesian Prediction and Artificial Intelligence</em>, 184–197. Springer.
<span class='bib-block bib-lnks'><a href='https://doi.org/10.1007/978-3-642-44958-1_14'>doi:10.1007/978-3-642-44958-1_14</a>.</span></span>"	"@inproceedings{hu_towards_2013,
    author = {Hu, Bing and Rakthanmanon, Thanawin and Hao, Yuan and Evans, Scott and Lonardi, Stefano and Keogh, Eamonn},
    title = {Towards Discovering the Intrinsic Cardinality and Dimensionality of Time Series Using {MDL}},
    pages = {184--197},
    booktitle = {Proceedings of the Ray Solomonoff 85th Memorial Conference, Algorithmic Probability and Friends. Bayesian Prediction and Artificial Intelligence},
    publisher = {Springer},
    year = {2013},
    doi = {10.1007/978-3-642-44958-1_14}
}"	=HYPERLINK("file:///home/egalbrun/TKTL/biblio/pdfs/HuRH+13.pdf", "pdf")
begum_minimum_2014	15	Begum, Hu, Rakthanmanon, and Keogh (2014)	article	Nurjahan Begum, Bing Hu, Thanawin Rakthanmanon, and Eamonn Keogh	2014	A minimum description length technique for semi-supervised time series classification	<a href='https://doi.org/10.1007/978-3-319-04717-1_8'>doi:10.1007/978-3-319-04717-1_8</a>	7.3	temporal	timeseries	block	segments				<task>Semi-supervised timeseries classification</task>, use the clusters obtained with the approach from <rkey>rakthanmanon_time_2011</rkey> and corresponding MDL score as stopping criterion. Journal version, extending <rkey>begum_towards_2013</rkey>.	p.34:7.3,p.34	"<span class='bib-block bib-label'><span class='bib-block bib-who'>Begum, Nurjahan et al.</span> (<span class='bib-block bib-when'>2014</span>)</span>. <span class='bib-block bib-entry'><span class='bib-block bib-what'>A minimum description length technique for semi-supervised time series classification.</span>
<em>Integration of Reusable Systems</em>, pages 171–192.
<span class='bib-block bib-lnks'><a href='https://doi.org/10.1007/978-3-319-04717-1_8'>doi:10.1007/978-3-319-04717-1_8</a>.</span></span>"	"@article{begum_minimum_2014,
    author = {Begum, Nurjahan and Hu, Bing and Rakthanmanon, Thanawin and Keogh, Eamonn},
    title = {A Minimum Description Length Technique for Semi-Supervised Time Series Classification},
    series = {Advances in Intelligent Systems and Computing},
    pages = {171--192},
    journal = {Integration of Reusable Systems},
    year = {2014},
    doi = {10.1007/978-3-319-04717-1_8}
}"	=HYPERLINK("file:///home/egalbrun/TKTL/biblio/pdfs/BegumHRK14.pdf", "pdf")
matsubara_autoplait_2014	124	Matsubara, Sakurai, and Faloutsos (2014)	inproceedings	Yasuko Matsubara, Yasushi Sakurai, and Christos Faloutsos	2014	AutoPlait: automatic mining of co-evolving time sequences	<a href='https://doi.org/10.1145/2588555.2588556'>doi:10.1145/2588555.2588556</a>	7.3	temporal	timeseries	block	segments	<alg>AutoPlait</alg>	Uses dynamic programming to find cut-points, estimates the regime parameters using Baum-Welch algorithm, looking for the best number of regimes.	Shannon-Fano, universal code for integers, indices over canonically ordered enumerations	Segmenting a multivariate timeseries modeled as a nested multi-level hidden Markov model (HMM).	p.34:7.3,p.34,p.38	"<span class='bib-block bib-label'><span class='bib-block bib-who'>Matsubara, Yasuko, Yasushi Sakurai, and Christos Faloutsos</span> (<span class='bib-block bib-when'>2014</span>)</span>. <span class='bib-block bib-entry'><span class='bib-block bib-what'><span class='bibtex-protected'>AutoPlait</span>: automatic mining of co-evolving time sequences.</span>
In <em>Proceedings of the 2014 <span class='bibtex-protected'>ACM</span> <span class='bibtex-protected'>SIGMOD</span> International Conference on Management of Data, <span class='bibtex-protected'>SIGMOD</span>'14</em>, 193–204. <span class='bibtex-protected'>ACM</span>.
<span class='bib-block bib-lnks'><a href='https://doi.org/10.1145/2588555.2588556'>doi:10.1145/2588555.2588556</a>.</span></span>"	"@inproceedings{matsubara_autoplait_2014,
    author = {Matsubara, Yasuko and Sakurai, Yasushi and Faloutsos, Christos},
    title = {{AutoPlait}: automatic mining of co-evolving time sequences},
    isbn = {978-1-4503-2376-5},
    doi = {10.1145/2588555.2588556},
    pages = {193--204},
    booktitle = {Proceedings of the 2014 {ACM} {SIGMOD} International Conference on Management of Data, {SIGMOD}'14},
    publisher = {{ACM}},
    year = {2014}
}"	=HYPERLINK("file:///home/egalbrun/TKTL/biblio/pdfs/MatsubaraSF14.pdf", "pdf")
hu_using_2015	74	Hu et al. (2015)	article	Bing Hu, Thanawin Rakthanmanon, Yuan Hao, Scott Evans, Stefano Lonardi, and Eamonn Keogh	2015	Using the minimum description length to discover the intrinsic cardinality and dimensionality of time series	<a href='https://doi.org/10.1007/s10618-014-0345-2'>doi:10.1007/s10618-014-0345-2</a>	7.3	temporal	timeseries	block	segments		Discretises the timeseries, then does an exhaustive search to find the dimensionality that yields the best score.	Huffman coding	Segmenting a timeseries using an Adaptive Piecewise Constant Approximation (APCA), aiming to discover the intrinsic cardinality of the data. Journal version, extending <rkey>hu_discovering_2011</rkey> and <rkey>hu_towards_2013</rkey>.	p.34:7.3,p.34	"<span class='bib-block bib-label'><span class='bib-block bib-who'>Hu, Bing et al.</span> (<span class='bib-block bib-when'>2015</span>)</span>. <span class='bib-block bib-entry'><span class='bib-block bib-what'>Using the minimum description length to discover the intrinsic cardinality and dimensionality of time series.</span>
<em>Data Mining and Knowledge Discovery</em>, 29(2):358–399.
<span class='bib-block bib-lnks'><a href='https://doi.org/10.1007/s10618-014-0345-2'>doi:10.1007/s10618-014-0345-2</a>.</span></span>"	"@article{hu_using_2015,
    author = {Hu, Bing and Rakthanmanon, Thanawin and Hao, Yuan and Evans, Scott and Lonardi, Stefano and Keogh, Eamonn},
    title = {Using the minimum description length to discover the intrinsic cardinality and dimensionality of time series},
    volume = {29},
    doi = {10.1007/s10618-014-0345-2},
    pages = {358--399},
    number = {2},
    journal = {Data Mining and Knowledge Discovery},
    year = {2015}
}"	=HYPERLINK("file:///home/egalbrun/TKTL/biblio/pdfs/HuRH+15.pdf", "pdf")
wu_modeling_2020	188	Wu, Gundimeda, Mou, and Quinn (2020)	inproceedings	Daoping Wu, Suhas Gundimeda, Shaoshuai Mou, and Christopher J. Quinn	2020	Modeling piece-wise stationary time series	<a href='https://doi.org/10.1109/ICASSP40776.2020.9053470'>doi:10.1109/ICASSP40776.2020.9053470</a>	7.3	temporal	timeseries	block	segments		Uses integer linear programming (ILP)		Segmenting a timeseries into components modeled as Markov chains.	p.34:7.3,p.34	"<span class='bib-block bib-label'><span class='bib-block bib-who'>Wu, Daoping et al.</span> (<span class='bib-block bib-when'>2020</span>)</span>. <span class='bib-block bib-entry'><span class='bib-block bib-what'>Modeling piece-wise stationary time series.</span>
In <em>Proceedings of the 2020 <span class='bibtex-protected'>IEEE</span> International Conference on Acoustics, Speech and Signal Processing, <span class='bibtex-protected'>ICASSP</span>'20</em>, 3817–3821. <span class='bibtex-protected'>IEEE</span> Computer Society.
<span class='bib-block bib-lnks'><a href='https://doi.org/10.1109/ICASSP40776.2020.9053470'>doi:10.1109/ICASSP40776.2020.9053470</a>.</span></span>"	"@inproceedings{wu_modeling_2020,
    author = {Wu, Daoping and Gundimeda, Suhas and Mou, Shaoshuai and Quinn, Christopher J.},
    title = {Modeling Piece-Wise Stationary Time Series},
    doi = {10.1109/ICASSP40776.2020.9053470},
    pages = {3817--3821},
    booktitle = {Proceedings of the 2020 {IEEE} International Conference on Acoustics, Speech and Signal Processing, {ICASSP}'20},
    publisher = {{IEEE} Computer Society},
    year = {2020}
}"	=HYPERLINK("file:///home/egalbrun/TKTL/biblio/pdfs/WuGMQ20.pdf", "pdf")
evans_new_2003	48	Evans, Saulnier, and Bush (2003)	inproceedings	Scott Evans, Gary Saulnier, and Stephen F Bush	2003	A new universal two part code for estimation of string kolmogorov complexity and algorithmic minimum sufficient statistic		7.4	temporal	string	substructure	substrings				Workshop version, extended to <rkey>evans_microrna_2007</rkey>.	p.35:7.4,p.34,p.35	"<span class='bib-block bib-label'><span class='bib-block bib-who'>Evans, Scott, Gary Saulnier, and Stephen&nbsp;F Bush</span> (<span class='bib-block bib-when'>2003</span>)</span>. <span class='bib-block bib-entry'><span class='bib-block bib-what'>A new universal two part code for estimation of string kolmogorov complexity and algorithmic minimum sufficient statistic.</span>
In <em>Proceedings of the <span class='bibtex-protected'>DIMACS</span> Workshop on Complexity and Inference</em>.</span>"	"@inproceedings{evans_new_2003,
    author = {Evans, Scott and Saulnier, Gary and Bush, Stephen F},
    title = {A New Universal Two Part Code for Estimation of String Kolmogorov Complexity and Algorithmic Minimum Sufficient Statistic},
    booktitle = {Proceedings of the {DIMACS} Workshop on Complexity and Inference},
    year = {2003}
}"	=HYPERLINK("file:///home/egalbrun/TKTL/biblio/pdfs/EvansSB03.pdf", "pdf")
evans_improved_2006	47	Evans et al. (2006)	inproceedings	Scott Evans, T. Stephen Markham, Andrew Torres, Antonis Kourtidis, and Douglas Conklin	2006	An improved minimum description length learning algorithm for nucleotide sequence analysis	<a href='https://doi.org/10.1109/ACSSC.2006.355081'>doi:10.1109/ACSSC.2006.355081</a>	7.4	temporal	string	substructure	substrings				Conference version, extended to <rkey>evans_microrna_2007</rkey>.	p.35:7.4,p.34,p.35	"<span class='bib-block bib-label'><span class='bib-block bib-who'>Evans, Scott, T.&nbsp;Stephen Markham, et al.</span> (<span class='bib-block bib-when'>2006</span>)</span>. <span class='bib-block bib-entry'><span class='bib-block bib-what'>An improved minimum description length learning algorithm for nucleotide sequence analysis.</span>
In <em>Proceedings of the 2006 Fortieth Asilomar Conference on Signals, Systems and Computers, <span class='bibtex-protected'>ACSSC</span>'06</em>, 1843–1850.
<span class='bib-block bib-lnks'><a href='https://doi.org/10.1109/ACSSC.2006.355081'>doi:10.1109/ACSSC.2006.355081</a>.</span></span>"	"@inproceedings{evans_improved_2006,
    author = {Evans, Scott and Markham, T. Stephen and Torres, Andrew and Kourtidis, Antonis and Conklin, Douglas},
    title = {An Improved Minimum Description Length Learning Algorithm for Nucleotide Sequence Analysis},
    doi = {10.1109/ACSSC.2006.355081},
    pages = {1843--1850},
    booktitle = {Proceedings of the 2006 Fortieth Asilomar Conference on Signals, Systems and Computers, {ACSSC}'06},
    year = {2006}
}"	=HYPERLINK("file:///home/egalbrun/TKTL/biblio/pdfs/EvansMTKC06.pdf", "pdf")
evans_microrna_2007	46	Evans et al. (2007)	article	Scott Evans, Antonis Kourtidis, T. Stephen Markham, Jonathan Miller, Douglas S Conklin, and Andrew S Torres	2007	MicroRNA target detection and analysis for genes related to breast cancer using MDLcompress	<a href='https://doi.org/10.1186/1687-4153-2007-43670'>doi:10.1186/1687-4153-2007-43670</a>	7.4	temporal	string	substructure	substrings	<alg>MDLcompress</alg>	Recursively identifies candidate strings that compress based on frequency.	Huffman coding	Finding substrings to encode the input string most efficiently according to the proposed Optimal Symbol Compression Ratio (OSCR). <app>Genomics</app>. <app>Bioinformatics</app>. 	p.35:7.4,p.34,p.35	"<span class='bib-block bib-label'><span class='bib-block bib-who'>Evans, Scott, Antonis Kourtidis, et al.</span> (<span class='bib-block bib-when'>2007</span>)</span>. <span class='bib-block bib-entry'><span class='bib-block bib-what'><span class='bibtex-protected'>MicroRNA</span> target detection and analysis for genes related to breast cancer using <span class='bibtex-protected'>MDLcompress</span>.</span>
<em><span class='bibtex-protected'>EURASIP</span> Journal on Bioinformatics and Systems Biology</em>, 2007(1):43670.
<span class='bib-block bib-lnks'><a href='https://doi.org/10.1186/1687-4153-2007-43670'>doi:10.1186/1687-4153-2007-43670</a>.</span></span>"	"@article{evans_microrna_2007,
    author = {Evans, Scott and Kourtidis, Antonis and Markham, T. Stephen and Miller, Jonathan and Conklin, Douglas S and Torres, Andrew S},
    title = {{MicroRNA} Target Detection and Analysis for Genes Related to Breast Cancer Using {MDLcompress}},
    volume = {2007},
    doi = {10.1186/1687-4153-2007-43670},
    pages = {43670},
    number = {1},
    journal = {{EURASIP} Journal on Bioinformatics and Systems Biology},
    year = {2007}
}"	=HYPERLINK("file:///home/egalbrun/TKTL/biblio/pdfs/EvansKMMCT07.pdf", "pdf")
markham_implementation_2009	123	Markham, Evans, Impson, and Steinbrecher (2009)	inproceedings	T. Stephen Markham, Scott Evans, Jeremy Impson, and Eric Steinbrecher	2009	Implementation of an incremental MDL-based two part compression algorithm for model inference	<a href='https://doi.org/10.1109/DCC.2009.66'>doi:10.1109/DCC.2009.66</a>	7.4	temporal	string	substructure	substrings				Presenting <alg>MDLcompress</alg> anew.	p.35:7.4,p.34,p.35	"<span class='bib-block bib-label'><span class='bib-block bib-who'>Markham, T.&nbsp;Stephen et al.</span> (<span class='bib-block bib-when'>2009</span>)</span>. <span class='bib-block bib-entry'><span class='bib-block bib-what'>Implementation of an incremental <span class='bibtex-protected'>MDL</span>-based two part compression algorithm for model inference.</span>
In <em>Proceedings of the 2009 Data Compression Conference, <span class='bibtex-protected'>DCC</span>'09</em>, 322–331.
<span class='bib-block bib-lnks'><a href='https://doi.org/10.1109/DCC.2009.66'>doi:10.1109/DCC.2009.66</a>.</span></span>"	"@inproceedings{markham_implementation_2009,
    author = {Markham, T. Stephen and Evans, Scott and Impson, Jeremy and Steinbrecher, Eric},
    title = {Implementation of an Incremental {MDL}-Based Two Part Compression Algorithm for Model Inference},
    doi = {10.1109/DCC.2009.66},
    pages = {322--331},
    booktitle = {Proceedings of the 2009 Data Compression Conference, {DCC}'09},
    year = {2009}
}"	=HYPERLINK("file:///home/egalbrun/TKTL/biblio/pdfs/MarkhamEIS09.pdf", "pdf")
lam_mining_2012	97	Lam, Mörchen, Fradkin, and Calders (2012)	inproceedings	Hoang Thanh Lam, Fabian Mörchen, Dmitriy Fradkin, and Toon Calders	2012	Mining compressing sequential patterns	<a href='https://doi.org/10.1137/1.9781611972825.28'>doi:10.1137/1.9781611972825.28</a>	7.5	temporal	sequence	substructure	episodes	<alg>SeqKrimp</alg> (v1), <alg>GoKrimp</alg> (v1)	<alg>SeqKrimp</alg> works with a pre-mined list of candidates which it then filters.<alg>GoKrimp</alg> instead generates candidates on-the-fly.	fixed-length	Conference version, extended to <rkey>lam_mining_2014</rkey>. 	p.36:7.5,p.35,p.36,p.38	"<span class='bib-block bib-label'><span class='bib-block bib-who'>Lam, Hoang&nbsp;Thanh, Fabian M<span class='bibtex-protected'>ö</span>rchen, et al.</span> (<span class='bib-block bib-when'>2012</span>)</span>. <span class='bib-block bib-entry'><span class='bib-block bib-what'>Mining compressing sequential patterns.</span>
In <em>Proceedings of the 2012 <span class='bibtex-protected'>SIAM</span> International Conference on Data Mining, <span class='bibtex-protected'>SDM</span>'12</em>, 319–330. <span class='bibtex-protected'>SIAM</span>.
<span class='bib-block bib-lnks'><a href='https://doi.org/10.1137/1.9781611972825.28'>doi:10.1137/1.9781611972825.28</a>.</span></span>"	"@inproceedings{lam_mining_2012,
    author = {Lam, Hoang Thanh and M\'{o}rchen, Fabian and Fradkin, Dmitriy and Calders, Toon},
    title = {Mining Compressing Sequential Patterns.},
    doi = {10.1137/1.9781611972825.28},
    pages = {319--330},
    booktitle = {Proceedings of the 2012 {SIAM} International Conference on Data Mining, {SDM}'12},
    publisher = {{SIAM}},
    year = {2012}
}"	=HYPERLINK("file:///home/egalbrun/TKTL/biblio/pdfs/LamMFC12.pdf", "pdf")
tatti_long_2012	167	Tatti and Vreeken (2012b)	inproceedings	Nikolaj Tatti and Jilles Vreeken	2012	The long and the short of it: summarising event sequences with serial episodes		7.5	temporal	sequence	substructure	episodes	<alg>Sqs</alg> ‘sqeeze’	Proposes two algorithms, one (<alg>Sqs-Candidates</alg>) works with a pre-mined list of candidates which it then filters, the other (<alg>Sqs-Search</alg>)  instead generates candidates on-the-fly. Finds optimal alignments (cover equivalence classes) using dynamic programming.	Shannon-Fano, universal code for integers, indices over canonically ordered enumerations	Building on <alg>Krimp</alg>. Allowing gaps but not interleaving.	p.36:7.5,p.32:Figure 11,p.31,p.35,p.36	"<span class='bib-block bib-label'><span class='bib-block bib-who'>Tatti, Nikolaj and Jilles Vreeken</span> (<span class='bib-block bib-when'>2012</span>b)</span>. <span class='bib-block bib-entry'><span class='bib-block bib-what'>The long and the short of it: summarising event sequences with serial episodes.</span>
In <em>Proceedings of the 18th <span class='bibtex-protected'>ACM</span> <span class='bibtex-protected'>SIGKDD</span> International Conference on Knowledge Discovery and Data Mining, <span class='bibtex-protected'>KDD</span>'12</em>, 462–470. <span class='bibtex-protected'>ACM</span>.</span>"	"@inproceedings{tatti_long_2012,
    author = {Tatti, Nikolaj and Vreeken, Jilles},
    title = {The Long and the Short of it: Summarising Event Sequences with Serial Episodes},
    pages = {462--470},
    booktitle = {Proceedings of the 18th {ACM} {SIGKDD} International Conference on Knowledge Discovery and Data Mining, {KDD}'12},
    publisher = {{ACM}},
    year = {2012}
}"	=HYPERLINK("file:///home/egalbrun/TKTL/biblio/pdfs/TattiV12.pdf", "pdf")
